lead_time,no_of_special_requests,avg_price_per_room,arrival_date,no_of_week_nights,arrival_month,market_segment_type,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
1.3862943611198906,0.0,4.384523514872469,17,1.791759469228055,8,2,0.6931471805599453,2017,2,Canceled
4.007333185232471,0.0,4.460144413937834,3,0.6931471805599453,7,3,1.0986122886681098,2018,2,Not_Canceled
3.9889840465642745,0.6931471805599453,4.8154311114712876,18,1.6094379124341003,6,4,1.0986122886681098,2018,1,Canceled
5.117993812416755,0.6931471805599453,4.609660091260944,4,1.3862943611198906,8,4,1.0986122886681098,2018,2,Not_Canceled
1.791759469228055,0.0,4.653960350157523,14,1.3862943611198906,6,2,0.0,2018,1,Not_Canceled
1.9459101490553132,0.6931471805599453,4.592996385056383,2,1.3862943611198906,9,4,1.0986122886681098,2018,2,Not_Canceled
0.0,0.0,0.0,18,0.0,9,1,1.0986122886681098,2018,1,Not_Canceled
4.394449154672439,0.0,4.61512051684126,10,0.6931471805599453,4,3,1.0986122886681098,2018,1,Canceled
2.302585092994046,0.6931471805599453,4.398146016553765,15,1.0986122886681098,1,4,0.0,2018,2,Not_Canceled
4.406719247264253,0.0,4.102643365036796,18,1.0986122886681098,3,3,1.0986122886681098,2018,2,Not_Canceled
1.9459101490553132,0.6931471805599453,4.916324614625014,24,0.6931471805599453,12,4,0.0,2018,2,Not_Canceled
5.267858159063328,1.0986122886681098,4.679442430362679,10,0.6931471805599453,9,4,1.0986122886681098,2018,2,Canceled
4.219507705176107,1.3862943611198906,4.735320870453137,5,0.6931471805599453,12,4,1.0986122886681098,2017,2,Not_Canceled
2.5649493574615367,1.0986122886681098,4.990432586778736,14,1.6094379124341003,6,4,0.0,2018,2,Not_Canceled
4.276666119016055,0.0,4.795790545596741,14,1.3862943611198906,6,3,0.0,2018,1,Not_Canceled
5.2574953720277815,0.0,4.890349128221754,3,1.0986122886681098,6,3,0.6931471805599453,2018,2,Canceled
0.0,0.6931471805599453,4.679070993827626,22,0.6931471805599453,8,4,1.0986122886681098,2017,2,Not_Canceled
3.367295829986474,0.6931471805599453,4.499809670330265,31,0.0,1,4,1.0986122886681098,2018,2,Not_Canceled
4.465908118654584,0.0,4.61512051684126,9,1.0986122886681098,9,2,0.0,2017,2,Canceled
1.6094379124341003,0.6931471805599453,5.358141668193703,14,1.0986122886681098,9,3,0.6931471805599453,2017,2,Not_Canceled
4.204692619390966,0.0,4.330733340286331,9,1.0986122886681098,10,3,0.6931471805599453,2017,2,Not_Canceled
4.532599493153256,0.0,5.01926462079431,22,1.3862943611198906,8,4,0.6931471805599453,2018,3,Canceled
4.836281906951478,0.0,4.6141299273595635,29,0.6931471805599453,7,4,0.0,2018,1,Not_Canceled
3.7376696182833684,1.0986122886681098,4.787158353880808,22,1.3862943611198906,9,3,0.6931471805599453,2018,2,Not_Canceled
4.48863636973214,0.6931471805599453,4.770684624465665,3,1.3862943611198906,5,3,0.0,2018,2,Not_Canceled
4.48863636973214,0.0,4.394449154672439,7,1.0986122886681098,10,2,0.0,2018,1,Not_Canceled
3.912023005428146,0.0,4.110873864173311,9,1.6094379124341003,11,3,0.6931471805599453,2017,2,Not_Canceled
5.231108616854587,1.0986122886681098,4.932313327320786,8,1.0986122886681098,8,4,0.6931471805599453,2018,3,Canceled
4.912654885736052,0.6931471805599453,4.6491870714048655,9,1.3862943611198906,8,4,0.0,2018,2,Not_Canceled
5.54907608489522,0.6931471805599453,4.577284982498556,7,1.0986122886681098,8,4,1.0986122886681098,2018,2,Not_Canceled
4.31748811353631,0.0,4.851248708584797,17,1.3862943611198906,5,4,0.0,2018,2,Canceled
3.9889840465642745,1.3862943611198906,5.0770470596155075,6,1.0986122886681098,5,4,0.0,2018,3,Not_Canceled
1.0986122886681098,1.0986122886681098,4.997212273764115,27,1.0986122886681098,3,4,1.0986122886681098,2018,3,Not_Canceled
5.247024072160486,0.6931471805599453,4.268857936568244,22,1.0986122886681098,10,4,1.0986122886681098,2018,2,Not_Canceled
4.624972813284271,0.6931471805599453,5.115595729732743,8,1.3862943611198906,12,4,0.0,2018,2,Not_Canceled
3.6109179126442243,1.0986122886681098,5.001258132283659,28,1.3862943611198906,9,4,0.0,2018,2,Not_Canceled
4.955827057601261,0.6931471805599453,4.826712455935327,23,1.0986122886681098,9,4,0.0,2018,2,Not_Canceled
4.343805421853684,0.6931471805599453,4.384523514872469,3,0.6931471805599453,12,4,1.0986122886681098,2018,2,Not_Canceled
5.181783550292085,0.0,4.666265285347902,30,0.6931471805599453,7,4,0.0,2018,2,Canceled
3.295836866004329,0.0,4.721618998631338,14,1.3862943611198906,6,4,0.0,2018,2,Canceled
5.1647859739235145,0.6931471805599453,4.609660091260944,13,1.0986122886681098,8,4,1.0986122886681098,2018,2,Not_Canceled
3.9889840465642745,0.0,4.886733577431695,21,1.3862943611198906,5,3,1.0986122886681098,2018,2,Not_Canceled
4.736198448394496,0.6931471805599453,4.07753744390572,25,1.0986122886681098,3,3,0.6931471805599453,2018,2,Not_Canceled
2.9444389791664403,0.6931471805599453,4.2227377769905,9,1.0986122886681098,2,4,0.0,2018,1,Not_Canceled
0.0,0.0,4.795542580971757,23,1.0986122886681098,9,4,0.0,2017,2,Not_Canceled
3.8066624897703196,0.0,5.01926462079431,1,1.0986122886681098,7,4,0.0,2018,3,Canceled
1.3862943611198906,1.0986122886681098,4.882801922586371,28,1.0986122886681098,12,4,0.0,2018,2,Not_Canceled
5.438079308923196,0.0,4.22683374526818,9,1.0986122886681098,12,4,0.6931471805599453,2018,2,Canceled
4.007333185232471,0.0,4.460144413937834,18,0.0,4,4,0.6931471805599453,2018,2,Canceled
4.795790545596741,0.0,4.71483144019761,12,1.3862943611198906,5,4,0.6931471805599453,2018,1,Canceled
4.77912349311153,0.0,4.403665809777363,26,1.0986122886681098,5,3,0.0,2018,2,Not_Canceled
5.752572638825633,0.0,4.330733340286331,12,1.3862943611198906,10,3,0.0,2018,2,Canceled
4.605170185988092,0.0,4.406719247264253,19,0.6931471805599453,2,2,0.0,2018,1,Not_Canceled
3.258096538021482,1.0986122886681098,4.6913478822291435,12,0.0,9,4,0.6931471805599453,2018,1,Not_Canceled
4.700480365792417,0.0,4.9383512985110904,23,2.0794415416798357,5,4,1.3862943611198906,2018,2,Not_Canceled
2.70805020110221,1.0986122886681098,4.912654885736052,25,0.0,12,4,1.0986122886681098,2018,2,Not_Canceled
4.330733340286331,0.0,4.663439094112067,30,0.0,10,3,1.0986122886681098,2018,2,Canceled
3.1780538303479458,0.6931471805599453,5.117993812416755,3,0.6931471805599453,8,4,0.0,2018,2,Not_Canceled
2.302585092994046,1.0986122886681098,4.700480365792417,31,1.6094379124341003,8,4,0.6931471805599453,2017,2,Not_Canceled
5.2832037287379885,0.0,4.666265285347902,4,1.3862943611198906,8,4,0.0,2018,2,Canceled
4.48863636973214,0.0,5.036108090069287,23,1.791759469228055,8,4,1.0986122886681098,2018,3,Not_Canceled
4.672828834461906,0.0,4.9621450849358215,20,0.6931471805599453,8,3,1.0986122886681098,2018,3,Not_Canceled
4.2626798770413155,0.0,4.61512051684126,3,1.0986122886681098,6,3,0.0,2018,2,Not_Canceled
3.9889840465642745,0.0,4.200954297280359,6,1.3862943611198906,3,4,1.0986122886681098,2018,2,Not_Canceled
5.214935757608986,0.6931471805599453,4.709530201312334,8,1.3862943611198906,9,3,0.0,2018,2,Canceled
0.6931471805599453,0.0,4.638701669196884,20,1.3862943611198906,9,4,1.0986122886681098,2017,2,Not_Canceled
4.406719247264253,0.6931471805599453,4.384523514872469,8,1.3862943611198906,12,4,0.0,2018,2,Not_Canceled
4.060443010546419,0.6931471805599453,4.650334737942465,29,1.791759469228055,12,4,0.6931471805599453,2017,2,Not_Canceled
5.723585101952381,0.0,4.499809670330265,4,1.0986122886681098,11,3,0.6931471805599453,2018,2,Canceled
3.58351893845611,1.0986122886681098,4.460144413937834,26,1.3862943611198906,11,4,0.0,2017,1,Not_Canceled
1.791759469228055,0.6931471805599453,4.709530201312334,24,1.0986122886681098,5,2,0.0,2018,2,Not_Canceled
4.912654885736052,0.0,4.932313327320786,2,1.0986122886681098,8,4,0.0,2018,3,Canceled
4.189654742026425,0.0,5.09650713317022,10,2.0794415416798357,6,4,1.3862943611198906,2018,1,Canceled
4.174387269895637,0.0,4.980176086611547,9,1.0986122886681098,4,4,1.0986122886681098,2018,2,Not_Canceled
3.4011973816621555,1.0986122886681098,5.0539501787822,19,1.3862943611198906,5,4,1.0986122886681098,2018,3,Not_Canceled
2.70805020110221,0.0,4.30406509320417,27,0.6931471805599453,5,3,0.0,2018,2,Not_Canceled
4.709530201312334,0.0,4.5591262474866845,25,0.6931471805599453,7,3,1.0986122886681098,2017,2,Not_Canceled
4.02535169073515,1.0986122886681098,4.707726774313183,30,1.6094379124341003,8,4,0.0,2018,2,Canceled
2.302585092994046,0.6931471805599453,4.7535901911063645,27,0.6931471805599453,2,4,0.6931471805599453,2018,2,Canceled
4.04305126783455,1.3862943611198906,4.898585790287632,20,1.3862943611198906,3,4,1.0986122886681098,2018,3,Not_Canceled
2.0794415416798357,0.6931471805599453,4.219507705176107,9,0.6931471805599453,11,2,0.0,2018,1,Not_Canceled
4.8283137373023015,0.0,4.590564033598729,30,1.0986122886681098,6,4,0.0,2018,2,Not_Canceled
0.0,0.6931471805599453,4.666641508076192,24,0.6931471805599453,5,4,0.0,2018,1,Not_Canceled
5.717027701406222,0.0,4.3694478524670215,19,1.3862943611198906,8,3,1.0986122886681098,2018,2,Canceled
4.3694478524670215,1.3862943611198906,4.879615031657852,21,1.0986122886681098,10,3,1.0986122886681098,2018,2,Not_Canceled
2.0794415416798357,0.0,4.316153890523174,11,1.791759469228055,1,4,1.0986122886681098,2018,1,Not_Canceled
4.553876891600541,0.6931471805599453,4.460144413937834,13,1.0986122886681098,4,4,0.0,2018,2,Not_Canceled
1.3862943611198906,0.0,4.540098189244376,2,1.0986122886681098,5,3,0.6931471805599453,2018,1,Not_Canceled
5.4680601411351315,0.6931471805599453,4.408668565620303,27,1.6094379124341003,9,4,0.0,2018,1,Canceled
4.709530201312334,0.0,4.52124495105033,20,1.0986122886681098,4,4,0.0,2018,2,Not_Canceled
4.51085950651685,0.0,4.919250732294404,27,0.6931471805599453,8,4,0.0,2018,2,Canceled
2.1972245773362196,0.0,4.465908118654584,2,0.6931471805599453,3,4,0.0,2018,1,Not_Canceled
3.6888794541139363,0.6931471805599453,4.912654885736052,10,1.3862943611198906,11,4,0.0,2018,2,Not_Canceled
3.4339872044851463,0.0,4.55597994179732,31,0.6931471805599453,8,4,0.0,2018,1,Not_Canceled
5.017279836814924,0.6931471805599453,4.403665809777363,6,1.3862943611198906,9,3,0.0,2018,2,Not_Canceled
0.0,0.6931471805599453,4.6913478822291435,9,0.0,10,4,0.6931471805599453,2018,2,Not_Canceled
1.0986122886681098,0.0,4.229166788029546,3,0.0,1,4,1.0986122886681098,2018,2,Not_Canceled
4.859812404361672,0.0,4.8154311114712876,17,1.6094379124341003,8,4,0.6931471805599453,2018,2,Canceled
0.0,0.6931471805599453,4.374750225703106,25,1.0986122886681098,3,4,1.0986122886681098,2018,2,Not_Canceled
3.7376696182833684,0.0,4.775756486563625,24,1.3862943611198906,3,4,0.0,2018,2,Not_Canceled
2.995732273553991,0.0,5.003946305945459,30,0.6931471805599453,12,4,0.0,2018,2,Not_Canceled
3.8918202981106265,0.0,4.919250732294404,27,1.0986122886681098,7,4,0.0,2018,2,Not_Canceled
4.356708826689592,0.6931471805599453,4.350277936359301,13,1.0986122886681098,7,4,0.6931471805599453,2017,2,Canceled
3.2188758248682006,1.0986122886681098,4.48863636973214,4,0.6931471805599453,12,4,1.0986122886681098,2018,2,Not_Canceled
2.8903717578961645,0.6931471805599453,4.5217885770490405,14,0.6931471805599453,2,4,1.0986122886681098,2018,2,Canceled
1.0986122886681098,0.6931471805599453,4.448516375942715,22,1.3862943611198906,2,4,0.6931471805599453,2018,1,Not_Canceled
5.241747015059643,0.0,4.875197323201151,15,1.0986122886681098,6,4,0.0,2018,1,Canceled
5.209486152841421,1.0986122886681098,4.778282803696737,30,1.0986122886681098,9,4,0.0,2018,2,Canceled
5.10594547390058,1.0986122886681098,4.666265285347902,5,1.0986122886681098,8,4,0.0,2018,2,Canceled
4.990432586778736,1.0986122886681098,4.995183189537334,8,0.6931471805599453,7,4,0.0,2018,3,Not_Canceled
5.638354669333745,0.0,4.709530201312334,19,1.0986122886681098,9,3,0.6931471805599453,2018,2,Canceled
4.532599493153256,0.0,3.970291913552122,5,1.791759469228055,3,3,1.0986122886681098,2018,2,Not_Canceled
5.247024072160486,0.0,4.300816579248338,19,1.791759469228055,10,3,1.0986122886681098,2018,2,Not_Canceled
0.6931471805599453,1.0986122886681098,5.049856007249537,7,1.3862943611198906,10,4,0.0,2017,2,Not_Canceled
2.3978952727983707,1.0986122886681098,5.66988092298052,15,1.3862943611198906,9,4,0.0,2018,3,Not_Canceled
3.912023005428146,0.6931471805599453,4.331391018705302,6,1.3862943611198906,12,4,0.0,2018,2,Not_Canceled
5.771441123130016,0.0,4.7535901911063645,18,1.0986122886681098,8,3,0.0,2018,2,Canceled
4.564348191467836,0.6931471805599453,4.958078043357579,22,1.3862943611198906,5,4,1.0986122886681098,2018,3,Canceled
1.6094379124341003,0.0,4.291828366755733,19,0.6931471805599453,2,3,0.0,2018,1,Not_Canceled
3.8918202981106265,1.0986122886681098,4.541484634301958,22,0.6931471805599453,5,4,1.0986122886681098,2018,2,Not_Canceled
4.04305126783455,0.0,4.795790545596741,8,0.6931471805599453,6,3,0.0,2018,2,Not_Canceled
5.634789603169249,0.0,4.709530201312334,12,1.3862943611198906,10,3,0.0,2018,2,Canceled
5.241747015059643,0.0,4.875197323201151,15,1.0986122886681098,6,3,0.0,2018,1,Canceled
4.330733340286331,0.0,4.403665809777363,26,0.6931471805599453,6,3,1.0986122886681098,2018,2,Not_Canceled
5.1647859739235145,0.0,4.2626798770413155,10,0.6931471805599453,10,3,0.6931471805599453,2017,2,Canceled
4.955827057601261,0.6931471805599453,4.707726774313183,30,1.3862943611198906,6,4,0.0,2018,2,Canceled
5.62040086571715,0.0,4.155753190350744,4,0.6931471805599453,6,3,0.6931471805599453,2018,2,Canceled
4.276666119016055,0.6931471805599453,4.516994495084366,8,1.3862943611198906,10,4,0.6931471805599453,2017,2,Not_Canceled
4.454347296253507,0.6931471805599453,4.851248708584797,5,0.6931471805599453,8,4,0.0,2018,2,Not_Canceled
5.170483995038151,0.6931471805599453,4.609660091260944,2,1.6094379124341003,8,4,0.0,2018,2,Not_Canceled
4.2626798770413155,0.0,3.970291913552122,27,1.791759469228055,1,3,1.0986122886681098,2018,2,Not_Canceled
4.07753744390572,1.3862943611198906,4.605170185988092,5,0.0,9,4,0.6931471805599453,2018,2,Not_Canceled
5.356586274672012,0.0,4.61512051684126,20,1.0986122886681098,5,3,0.0,2018,2,Canceled
3.7376696182833684,0.0,5.260511651812138,21,1.3862943611198906,4,4,0.0,2018,2,Canceled
2.1972245773362196,0.6931471805599453,4.5427627258594745,2,0.6931471805599453,1,4,1.0986122886681098,2018,2,Not_Canceled
4.9344739331306915,0.0,4.5591262474866845,22,0.6931471805599453,8,3,1.0986122886681098,2017,2,Canceled
4.248495242049359,0.0,4.795790545596741,12,1.6094379124341003,6,4,1.0986122886681098,2018,1,Canceled
5.2574953720277815,0.0,4.632298853376344,25,1.6094379124341003,7,4,0.6931471805599453,2018,2,Canceled
4.02535169073515,0.6931471805599453,4.373238128640803,13,0.6931471805599453,3,4,1.0986122886681098,2018,2,Not_Canceled
4.3694478524670215,0.6931471805599453,4.110873864173311,20,1.0986122886681098,2,3,1.0986122886681098,2018,2,Not_Canceled
4.804021044733257,0.0,4.51085950651685,24,1.0986122886681098,6,3,0.6931471805599453,2018,2,Canceled
5.393627546352362,0.6931471805599453,4.920710586568268,13,1.0986122886681098,9,4,0.0,2018,2,Canceled
1.0986122886681098,0.6931471805599453,5.54907608489522,15,0.0,8,4,0.6931471805599453,2018,3,Canceled
3.4339872044851463,0.6931471805599453,4.532599493153256,1,1.0986122886681098,1,4,0.0,2018,2,Not_Canceled
2.6390573296152584,0.0,4.574710978503383,5,0.0,12,4,0.6931471805599453,2018,1,Not_Canceled
2.3978952727983707,0.0,4.291828366755733,19,0.6931471805599453,2,3,0.0,2018,1,Not_Canceled
3.258096538021482,0.6931471805599453,5.0689042022202315,18,0.0,9,4,1.0986122886681098,2018,2,Not_Canceled
3.7612001156935624,0.0,4.52720864451838,28,0.6931471805599453,12,4,0.6931471805599453,2017,2,Not_Canceled
4.867534450455582,0.6931471805599453,4.403665809777363,11,1.3862943611198906,4,4,0.6931471805599453,2018,2,Not_Canceled
1.9459101490553132,0.0,4.709530201312334,3,0.6931471805599453,5,2,0.0,2018,1,Not_Canceled
4.90527477843843,0.0,4.189654742026425,4,1.0986122886681098,12,3,1.0986122886681098,2017,2,Not_Canceled
4.07753744390572,0.0,4.330733340286331,23,1.3862943611198906,11,3,0.0,2018,2,Not_Canceled
5.480638923341991,0.0,4.729156165769083,15,1.0986122886681098,6,3,0.0,2018,2,Canceled
1.3862943611198906,0.0,4.486161399405889,22,0.6931471805599453,10,4,0.0,2017,2,Not_Canceled
4.110873864173311,0.0,4.330733340286331,18,1.0986122886681098,11,3,0.0,2018,2,Not_Canceled
1.0986122886681098,0.6931471805599453,4.382026634673881,13,0.0,6,4,0.6931471805599453,2018,2,Not_Canceled
4.127134385045092,1.0986122886681098,4.417635062141249,14,0.6931471805599453,11,4,1.0986122886681098,2017,2,Not_Canceled
4.060443010546419,0.0,5.010301905195018,28,1.0986122886681098,4,4,0.0,2018,3,Not_Canceled
4.672828834461906,0.0,4.454347296253507,27,1.6094379124341003,4,4,0.0,2018,2,Canceled
4.890349128221754,0.0,4.52124495105033,28,1.6094379124341003,6,4,0.0,2018,2,Not_Canceled
3.5553480614894135,0.0,4.394449154672439,1,1.3862943611198906,12,2,0.0,2017,1,Not_Canceled
1.3862943611198906,0.6931471805599453,4.539030383483547,7,1.6094379124341003,3,4,0.6931471805599453,2018,2,Canceled
3.332204510175204,0.0,4.075501474420621,21,1.0986122886681098,2,4,1.0986122886681098,2018,1,Not_Canceled
4.143134726391533,0.0,4.951592753462473,7,0.6931471805599453,5,4,0.0,2018,2,Canceled
4.672828834461906,0.0,4.4665975361241514,26,1.9459101490553132,4,4,1.0986122886681098,2018,2,Canceled
1.3862943611198906,0.0,4.189654742026425,5,0.6931471805599453,11,2,0.0,2017,1,Not_Canceled
2.4849066497880004,0.0,4.477336814478207,19,1.0986122886681098,2,3,0.6931471805599453,2018,2,Not_Canceled
5.365976015021851,0.0,4.875197323201151,7,1.3862943611198906,6,3,0.0,2018,2,Canceled
3.6375861597263857,1.0986122886681098,4.616110126026426,5,0.6931471805599453,3,4,0.0,2018,2,Not_Canceled
5.267858159063328,0.0,4.566429357671661,26,1.0986122886681098,8,4,1.0986122886681098,2018,2,Canceled
3.6888794541139363,0.0,4.700480365792417,14,1.0986122886681098,8,3,0.0,2017,2,Not_Canceled
3.044522437723423,0.0,4.898660358722849,19,1.791759469228055,12,4,1.3862943611198906,2018,2,Not_Canceled
2.302585092994046,0.6931471805599453,4.585171539481402,29,0.0,5,4,1.0986122886681098,2018,1,Not_Canceled
0.0,0.0,4.867534450455582,18,0.6931471805599453,8,4,0.0,2017,2,Not_Canceled
5.605802066295998,0.6931471805599453,4.628202885098664,21,1.3862943611198906,9,3,0.0,2018,2,Canceled
5.3612921657094255,0.6931471805599453,4.872521991966622,26,1.3862943611198906,9,4,0.6931471805599453,2018,2,Canceled
3.332204510175204,0.6931471805599453,4.844187086458591,12,1.3862943611198906,4,4,0.0,2018,2,Not_Canceled
3.5263605246161616,0.6931471805599453,4.37197629882038,12,1.0986122886681098,11,3,1.0986122886681098,2018,2,Not_Canceled
5.3981627015177525,0.6931471805599453,4.577798989191959,2,1.0986122886681098,9,4,0.0,2018,2,Canceled
3.9318256327243257,1.0986122886681098,4.844187086458591,16,1.0986122886681098,10,4,1.0986122886681098,2018,2,Not_Canceled
4.382026634673881,1.0986122886681098,4.74493212836325,25,1.0986122886681098,11,4,0.0,2018,2,Not_Canceled
4.007333185232471,0.0,4.75039543814087,11,1.791759469228055,4,4,1.0986122886681098,2018,2,Not_Canceled
5.720311776607412,0.0,4.499809670330265,3,1.3862943611198906,11,4,0.0,2018,2,Canceled
4.574710978503383,0.0,4.763028270603671,23,0.0,5,4,0.6931471805599453,2018,2,Not_Canceled
4.060443010546419,0.6931471805599453,4.703113260318055,9,1.3862943611198906,9,4,1.0986122886681098,2018,2,Not_Canceled
4.204692619390966,0.6931471805599453,5.223162692947276,24,1.0986122886681098,10,4,0.6931471805599453,2018,2,Not_Canceled
3.58351893845611,0.6931471805599453,4.350277936359301,16,1.0986122886681098,3,4,0.0,2018,1,Not_Canceled
1.0986122886681098,0.0,4.5591262474866845,1,0.6931471805599453,8,3,1.0986122886681098,2017,2,Canceled
2.9444389791664403,0.6931471805599453,4.6694586758704535,15,1.3862943611198906,9,4,0.6931471805599453,2018,2,Not_Canceled
2.1972245773362196,0.0,4.875197323201151,5,0.6931471805599453,11,3,0.0,2018,2,Not_Canceled
4.248495242049359,0.6931471805599453,4.395682961121367,25,1.0986122886681098,10,4,0.0,2018,2,Canceled
5.0369526024136295,1.0986122886681098,4.907494535176743,21,1.3862943611198906,7,4,0.6931471805599453,2018,3,Canceled
1.0986122886681098,0.0,4.07753744390572,9,1.3862943611198906,12,3,0.0,2017,2,Not_Canceled
5.627621113690637,0.6931471805599453,4.501364017262502,5,1.791759469228055,9,3,1.0986122886681098,2018,2,Not_Canceled
3.4657359027997265,0.0,4.356708826689592,4,1.0986122886681098,2,2,0.0,2018,2,Not_Canceled
4.276666119016055,0.0,4.478812997111569,22,1.0986122886681098,4,4,1.0986122886681098,2018,2,Canceled
3.912023005428146,0.6931471805599453,4.667205576907544,10,1.9459101490553132,12,4,1.6094379124341003,2018,2,Canceled
5.075173815233827,0.6931471805599453,4.2626798770413155,9,0.6931471805599453,4,3,0.6931471805599453,2018,2,Not_Canceled
5.198497031265826,0.0,4.395682961121367,28,1.0986122886681098,10,4,0.0,2018,1,Canceled
4.948759890378168,1.0986122886681098,4.293878247897177,29,1.3862943611198906,12,4,0.0,2017,2,Not_Canceled
3.8066624897703196,0.0,4.22683374526818,12,1.0986122886681098,2,4,0.0,2018,2,Canceled
1.6094379124341003,0.6931471805599453,4.927253685157205,30,1.0986122886681098,12,4,0.0,2017,2,Not_Canceled
4.770684624465665,0.6931471805599453,5.054333149361975,12,1.0986122886681098,8,4,0.6931471805599453,2018,3,Not_Canceled
